Descrição;Cód. Contabil;Fonte;Órgão;Rubrica;Aplicação;Valor Orçado Atualizado;Valor Orçado;Valor Creditado;Valor Debitado;Valor Arrecadado
"5 - Transferencias E Convenios Federais - Vinculados";"4.5.2.1.3.09.00";"5 - TRANSFERENCIAS E CONVENIOS FEDERAIS - VINCULADOS";"29 - SECRETARIA DE EDUCACAO";"74";"2960018 -  FNDE - PLAN 176035 EQUIP.PRATICAS PEDAGÓGICAS/LABORATÓRIO - STN 569";"4.900,00";"4.900,00";"4.900,00";"0,00";"0,00"
"5 - Transferencias E Convenios Federais - Vinculados";"4.4.5.2.1.00.00";"5 - TRANSFERENCIAS E CONVENIOS FEDERAIS - VINCULADOS";"-";"193";"8000099 - FNS MAC - CUSTEIO PSM EM. 41320002 TABATA AMARAL - PT 6334/24 STN 706";"0,00";"0,00";"250.000,00";"0,00";"250.000,00"
"5 - Transferencias E Convenios Federais - Vinculados";"4.4.5.2.1.00.00";"5 - TRANSFERENCIAS E CONVENIOS FEDERAIS - VINCULADOS";"-";"62";"2000020 - FNDE  - RENDIMENTOS TC 7018/2023 CONSTR. FAZENDINHA/MANTIQUEIRA (Conta 76.314-4) - STN 571";"0,00";"0,00";"59.531,86";"0,00";"59.531,86"
"5 - Transferencias E Convenios Federais - Vinculados";"4.4.5.2.1.00.00";"5 - TRANSFERENCIAS E CONVENIOS FEDERAIS - VINCULADOS";"24 - SECRETARIA DE SAUDE";"843";"3610000 - BL INV. REDE DE SERV. DE SAUDE - REM. APLIC. FIN.";"90.000,00";"90.000,00";"158.647,18";"0,00";"68.647,18"
"5 - Transferencias E Convenios Federais - Vinculados";"4.5.2.1.3.09.00";"5 - TRANSFERENCIAS E CONVENIOS FEDERAIS - VINCULADOS";"29 - SECRETARIA DE EDUCACAO";"1438";"2940008 - FNDE - TC 20160071 AQUIS. MOBILIÁRIO EMEI HÍPICA PINHEIRO - STN 569";"109.000,00";"109.000,00";"109.000,00";"0,00";"0,00"
"5 - Transferencias E Convenios Federais - Vinculados";"4.5.4.1.1.99.00";"5 - TRANSFERENCIAS E CONVENIOS FEDERAIS - VINCULADOS";"29 - SECRETARIA DE EDUCACAO";"1136";"3020050 - FNS AE-CUSTEIO LEITOS PSIQUIATRICOS STN 600";"1.077.200,00";"1.077.200,00";"1.166.961,76";"0,00";"897.617,60"
"5 - Transferencias E Convenios Federais - Vinculados";"4.4.5.2.1.00.00";"5 - TRANSFERENCIAS E CONVENIOS FEDERAIS - VINCULADOS";"-";"111";"2960002 - FNDE - TC 201304090 AQUISIÇÃO 01 ÔNIBUS ESCOLAR CADEIRANTE - STN 569";"0,00";"0,00";"23.551,61";"0,00";"23.551,61"
"5 - Transferencias E Convenios Federais - Vinculados";"4.4.5.2.1.00.00";"5 - TRANSFERENCIAS E CONVENIOS FEDERAIS - VINCULADOS";"-";"77";"1400000 - ROYALTIES DA EXPLORACAO DO PETROLEO E GAS NATURAL";"0,00";"0,00";"165.333,32";"0,00";"165.333,32"
"5 - Transferencias E Convenios Federais - Vinculados";"4.4.5.2.1.00.00";"5 - TRANSFERENCIAS E CONVENIOS FEDERAIS - VINCULADOS";"29 - SECRETARIA DE EDUCACAO";"839";"1400000 - ROYALTIES DA EXPLORACAO DO PETROLEO E GAS NATURAL";"246.000,00";"246.000,00";"246.000,00";"0,00";"0,00"
"5 - Transferencias E Convenios Federais - Vinculados";"4.5.2.1.3.09.00";"5 - TRANSFERENCIAS E CONVENIOS FEDERAIS - VINCULADOS";"29 - SECRETARIA DE EDUCACAO";"239";"2830000 - FNDE - PNAE CRECHE - PROGRAMA NACIONAL ALIMENTAÇÃO ESCOLAR - STN 552";"1.483.000,00";"1.483.000,00";"1.687.575,25";"204.575,25";"1.432.026,75"
"5 - Transferencias E Convenios Federais - Vinculados";"4.4.5.2.1.00.00";"5 - TRANSFERENCIAS E CONVENIOS FEDERAIS - VINCULADOS";"-";"158";"8000087 - MF - TRANSF.ESP. EC 105/19 GND 4 EM. 202425320002 - PAULINHO DA FORÇA - STN 706";"0,00";"0,00";"123.540,04";"63.268,94";"60.271,10"
"5 - Transferencias E Convenios Federais - Vinculados";"4.4.5.2.1.00.00";"5 - TRANSFERENCIAS E CONVENIOS FEDERAIS - VINCULADOS";"-";"164";"8000088 - MF - TRANSF.ESP. EC 105/19 GND 4 EM. 202443490014 - DELEGADO PALUMBO - STN 706";"0,00";"0,00";"30.821,58";"0,00";"30.821,58"
"5 - Transferencias E Convenios Federais - Vinculados";"4.4.5.2.1.00.00";"5 - TRANSFERENCIAS E CONVENIOS FEDERAIS - VINCULADOS";"-";"140";"8000074 - MIDR - TRGOV. PR.47710.23 EQUIP.AQ.DE ESCAVADEIRA EM.60110002 MARA GABRILLI STN 706.";"0,00";"0,00";"16.688,00";"0,00";"16.688,00"
"5 - Transferencias E Convenios Federais - Vinculados";"4.4.5.2.1.00.00";"5 - TRANSFERENCIAS E CONVENIOS FEDERAIS - VINCULADOS";"-";"113";"5000016 - FUNDO MUNIC HABITACAO INTERESSE SOCIAL - FHIS - STN 665";"0,00";"0,00";"29.727,67";"0,00";"29.727,67"
"5 - Transferencias E Convenios Federais - Vinculados";"4.5.4.1.1.99.00";"5 - TRANSFERENCIAS E CONVENIOS FEDERAIS - VINCULADOS";"24 - SECRETARIA DE SAUDE";"1171";"3020027 - FNS INV.CER CENTRO ESPECIAL.EM REABILITACAO";"1.000,00";"1.000,00";"1.000,00";"0,00";"0,00"
"5 - Transferencias E Convenios Federais - Vinculados";"4.5.2.4.3.00.00";"5 - TRANSFERENCIAS E CONVENIOS FEDERAIS - VINCULADOS";"29 - SECRETARIA DE EDUCACAO";"32";"2300003 - FNDE - QSE QUOTA SALARIO EDUCAÇÃO ENS. MÉDIO - STN 570";"0,00";"0,00";"583.022,73";"0,00";"583.022,73"
"5 - Transferencias E Convenios Federais - Vinculados";"4.5.4.1.1.99.00";"5 - TRANSFERENCIAS E CONVENIOS FEDERAIS - VINCULADOS";"29 - SECRETARIA DE EDUCACAO";"1285";"3020079 - FNS MAC-SERV.ATEN.MOVEL URG.SAMU 192 STN 600";"3.802.300,00";"3.802.300,00";"4.424.585,30";"0,00";"3.157.155,30"
"5 - Transferencias E Convenios Federais - Vinculados";"4.5.2.1.3.09.00";"5 - TRANSFERENCIAS E CONVENIOS FEDERAIS - VINCULADOS";"29 - SECRETARIA DE EDUCACAO";"1788";"2960014 - 296.0014 - FNDE - PLAN 176033 - AQUIS. MAT. CULTURA/CÍVICO - STN 569";"1.700,00";"1.700,00";"1.700,00";"0,00";"0,00"
"5 - Transferencias E Convenios Federais - Vinculados";"4.5.4.1.1.99.00";"5 - TRANSFERENCIAS E CONVENIOS FEDERAIS - VINCULADOS";"24 - SECRETARIA DE SAUDE";"24";"3050004 - FNS GS - TRANSFORMAÇÃO DIGITAL DO SUS PT 3534/2024 STN 631";"114.900,00";"114.900,00";"114.900,00";"0,00";"0,00"
"5 - Transferencias E Convenios Federais - Vinculados";"4.5.2.1.3.09.00";"5 - TRANSFERENCIAS E CONVENIOS FEDERAIS - VINCULADOS";"-";"274";"2940019 - ME/FNDE - NOVO PAC CONSTRUÇÃO DE CRECHE TC Nº 962689/2024 - STN 569";"0,00";"0,00";"860.682,33";"0,00";"860.682,33"
"5 - Transferencias E Convenios Federais - Vinculados";"4.5.4.1.1.99.00";"5 - TRANSFERENCIAS E CONVENIOS FEDERAIS - VINCULADOS";"24 - SECRETARIA DE SAUDE";"1680";"3010005 - FNS AB-PISO DE ATENCAO BASICA FIXO STN 600";"864.000,00";"864.000,00";"864.000,00";"0,00";"0,00"
"5 - Transferencias E Convenios Federais - Vinculados";"4.5.4.1.1.99.00";"5 - TRANSFERENCIAS E CONVENIOS FEDERAIS - VINCULADOS";"-";"285";"8000108 - FNS AP - INC. CUSTEIO - PT 7730/25 EM. 37460002 DEP. RENATA ABREU STN 706";"0,00";"0,00";"100.000,00";"0,00";"100.000,00"
"5 - Transferencias E Convenios Federais - Vinculados";"4.5.2.4.3.00.00";"5 - TRANSFERENCIAS E CONVENIOS FEDERAIS - VINCULADOS";"26 - SECRETARIA DE OBRAS";"1178";"1000158 - MC - P+B PR.52492/2023 C.V.  946374/2023 -INFRAESTRUTURA URBANA - REQUALIFICAÇÃO VIÁRIA  STN 700";"960.100,00";"960.100,00";"960.100,00";"0,00";"0,00"
"5 - Transferencias E Convenios Federais - Vinculados";"4.5.4.1.1.99.00";"5 - TRANSFERENCIAS E CONVENIOS FEDERAIS - VINCULADOS";"-";"262";"5000054 - FNAS - PROG. DE FORTALECIMENTO EMERGENCIAL DO ATEND DO CADASTRO UNICO NO SUAS - PROCAD-SUAS -STN 660";"0,00";"0,00";"55.246,17";"0,00";"110.492,34"
"5 - Transferencias E Convenios Federais - Vinculados";"4.5.4.1.1.99.00";"5 - TRANSFERENCIAS E CONVENIOS FEDERAIS - VINCULADOS";"29 - SECRETARIA DE EDUCACAO";"105";"3010064 - FNS AB-EQUIPES CONSULTORIO DE RUA STN 600";"238.800,00";"238.800,00";"258.700,00";"0,00";"19.900,00"
"5 - Transferencias E Convenios Federais - Vinculados";"4.5.2.4.3.00.00";"5 - TRANSFERENCIAS E CONVENIOS FEDERAIS - VINCULADOS";"24 - SECRETARIA DE SAUDE";"589";"8000089 - MF - TRANSF.ESP. EC 105/19 GND 4 EM. 202444290001 - MAURICIO NEVES - STN 706";"400.000,00";"400.000,00";"400.000,00";"0,00";"0,00"
"5 - Transferencias E Convenios Federais - Vinculados";"4.5.2.1.3.09.00";"5 - TRANSFERENCIAS E CONVENIOS FEDERAIS - VINCULADOS";"29 - SECRETARIA DE EDUCACAO";"1670";"8000055 - FNDE - TC 202103643-5  AQUIS. EQUIPAMENTOS EM.39950011 GEN. PETERNELLI - STN 706";"1.100,00";"1.100,00";"1.100,00";"0,00";"0,00"
"5 - Transferencias E Convenios Federais - Vinculados";"4.9.9.6.3.00.00";"5 - TRANSFERENCIAS E CONVENIOS FEDERAIS - VINCULADOS";"-";"264";"1000011 - ANM - ROYALTIES CFEM - COMPENSACAO FINANCEIRA DE RECURSOS MINERAIS - STN 708";"0,00";"0,00";"128.033,17";"0,00";"128.033,17"
"5 - Transferencias E Convenios Federais - Vinculados";"4.5.2.1.3.09.00";"5 - TRANSFERENCIAS E CONVENIOS FEDERAIS - VINCULADOS";"29 - SECRETARIA DE EDUCACAO";"1206";"2940019 - ME/FNDE - NOVO PAC CONSTRUÇÃO DE CRECHE TC Nº 962689/2024 - STN 569";"5.737.900,00";"5.737.900,00";"5.737.900,00";"0,00";"0,00"
"5 - Transferencias E Convenios Federais - Vinculados";"4.4.5.2.1.00.00";"5 - TRANSFERENCIAS E CONVENIOS FEDERAIS - VINCULADOS";"29 - SECRETARIA DE EDUCACAO";"18";"2400003 - FNDE - QSE QUOTA SALARIO EDUCAÇÃO EDUCAÇÃO ESPECIAL - STN 570";"96.000,00";"96.000,00";"960.000,00";"0,00";"0,00"
"5 - Transferencias E Convenios Federais - Vinculados";"4.5.2.2.3.00.00";"5 - TRANSFERENCIAS E CONVENIOS FEDERAIS - VINCULADOS";"29 - SECRETARIA DE EDUCACAO";"1658";"2420001 - FNDE - PNAE AEE - PROGRAMA NACIONAL ALIMENTAÇÃO ESCOLAR - STN 552";"0,00";"0,00";"12.359,00";"12.359,00";"0,00"
"5 - Transferencias E Convenios Federais - Vinculados";"4.5.4.1.1.99.00";"5 - TRANSFERENCIAS E CONVENIOS FEDERAIS - VINCULADOS";"29 - SECRETARIA DE EDUCACAO";"99";"3010022 - FNS AB-CUSTEIO DE ATENCAO A SAUDE BUCAL STN 600";"722.520,00";"722.520,00";"788.751,00";"0,00";"596.079,00"
"5 - Transferencias E Convenios Federais - Vinculados";"4.5.2.4.3.00.00";"5 - TRANSFERENCIAS E CONVENIOS FEDERAIS - VINCULADOS";"26 - SECRETARIA DE OBRAS";"1443";"1000113 - FUNASA -  P+B CV 908519/20 PR.16540/2020  ESGOTAMENTO SAN. RURAL EM.81000211 REL.GERAL - STN 700";"1.155.000,00";"1.155.000,00";"1.155.000,00";"0,00";"0,00"
"5 - Transferencias E Convenios Federais - Vinculados";"4.4.5.2.1.00.00";"5 - TRANSFERENCIAS E CONVENIOS FEDERAIS - VINCULADOS";"25 - SEC. DE DESENVOLVIMENTO E INCLUSAO SOCIAL";"302";"8000104 - FNAS TC 355410220250002 GND 4 EM.202537170021 MARCIO ALVINO STN 706";"0,00";"0,00";"952,25";"0,00";"952,25"
"5 - Transferencias E Convenios Federais - Vinculados";"4.4.5.2.1.00.00";"5 - TRANSFERENCIAS E CONVENIOS FEDERAIS - VINCULADOS";"-";"59";"2000017 - FNDE - RENDIMENTOS QUOTA SALARIO EDUCAÇÃO - QSE (Conta 32.720-4) - STN 571";"0,00";"0,00";"129.621,34";"0,00";"129.621,34"
"5 - Transferencias E Convenios Federais - Vinculados";"4.5.4.1.1.99.00";"5 - TRANSFERENCIAS E CONVENIOS FEDERAIS - VINCULADOS";"-";"1996";"3010001 - FNS AB - EQUIPES MULTIPROFISSIONAISSAÚDE/APS";"0,00";"0,00";"202.500,00";"202.500,00";"0,00"
"5 - Transferencias E Convenios Federais - Vinculados";"4.4.5.2.1.00.00";"5 - TRANSFERENCIAS E CONVENIOS FEDERAIS - VINCULADOS";"-";"112";"2960004 - FNDE - TC 201300689 - AQUISIÇÃO 01 ÔNIBUS ACESSÍVEL - STN 569";"0,00";"0,00";"32.193,68";"648,74";"31.544,94"
"5 - Transferencias E Convenios Federais - Vinculados";"4.5.2.1.3.07.00";"5 - TRANSFERENCIAS E CONVENIOS FEDERAIS - VINCULADOS";"24 - SECRETARIA DE SAUDE";"1142";"3040007 - FNS AF-PROM.ASSIS.FARMACEUTICA INSUMOS ESTRATEGICO STN 600";"1.842.300,00";"1.842.300,00";"2.396.451,80";"0,00";"2.123.384,00"
"5 - Transferencias E Convenios Federais - Vinculados";"4.4.5.2.1.00.00";"5 - TRANSFERENCIAS E CONVENIOS FEDERAIS - VINCULADOS";"29 - SECRETARIA DE EDUCACAO";"1545";"5000019 - BPC - QUESTIONARIO A SER APLICADO STN 660";"0,00";"0,00";"191,08";"0,00";"191,08"
"5 - Transferencias E Convenios Federais - Vinculados";"4.5.2.4.3.00.00";"5 - TRANSFERENCIAS E CONVENIOS FEDERAIS - VINCULADOS";"29 - SECRETARIA DE EDUCACAO";"29";"2820000 - FNDE - QSE ENSINO FUNDAMENTAL - QUOTA SALARIO EDUCACAO - STN 550";"15.035.000,00";"15.035.000,00";"28.820.637,61";"55.257,45";"13.730.380,16"
"5 - Transferencias E Convenios Federais - Vinculados";"4.5.4.1.1.99.00";"5 - TRANSFERENCIAS E CONVENIOS FEDERAIS - VINCULADOS";"-";"292";"8000112 - FNS MAC - INC. CUSTEIO - PT 7716/25 EM. 28180002 DEP. TIRIRICA STN 706";"0,00";"0,00";"500.000,00";"0,00";"500.000,00"
"5 - Transferencias E Convenios Federais - Vinculados";"4.4.5.2.1.00.00";"5 - TRANSFERENCIAS E CONVENIOS FEDERAIS - VINCULADOS";"-";"78";"5000047 - FNAS - SIGTV ESTRUT. REDE SERVIÇOS SUAS GND 3 PROG.355410220210006 STN 706";"0,00";"0,00";"8.177,79";"0,00";"8.177,79"
"5 - Transferencias E Convenios Federais - Vinculados";"4.5.2.2.3.00.00";"5 - TRANSFERENCIAS E CONVENIOS FEDERAIS - VINCULADOS";"-";"490";"3000140 - ANP - COTA-PARTE FEP/ROYALTIES EXPL. PETRÓLEO/GÁS NATURAL SAÚDE LEI 12858/13 STN 704";"1.709.000,00";"1.709.000,00";"2.400.436,46";"0,00";"691.436,46"
"5 - Transferencias E Convenios Federais - Vinculados";"4.4.5.2.1.00.00";"5 - TRANSFERENCIAS E CONVENIOS FEDERAIS - VINCULADOS";"-";"69";"8000096 - MF - RENDIMENTOS TRANSF.ESP. EC 105/19 EXERC.2022 (Conta 00672013-4) - STN 706";"0,00";"0,00";"7.746,49";"0,00";"7.746,49"
"5 - Transferencias E Convenios Federais - Vinculados";"4.4.5.2.1.00.00";"5 - TRANSFERENCIAS E CONVENIOS FEDERAIS - VINCULADOS";"29 - SECRETARIA DE EDUCACAO";"1656";"5000026 - INDICE DE GESTAO DESCENTRALIZADA DO SUAS STN 660";"0,00";"0,00";"2.459,50";"0,00";"2.459,50"
"5 - Transferencias E Convenios Federais - Vinculados";"4.4.5.2.1.00.00";"5 - TRANSFERENCIAS E CONVENIOS FEDERAIS - VINCULADOS";"29 - SECRETARIA DE EDUCACAO";"1539";"2960003 - FNDE - TC 201300689 AQUISIÇÃO ÔNIBUS RURAL ESCOLAR - STN 569";"0,00";"0,00";"50.160,24";"0,00";"50.160,24"
"5 - Transferencias E Convenios Federais - Vinculados";"4.5.2.4.3.00.00";"5 - TRANSFERENCIAS E CONVENIOS FEDERAIS - VINCULADOS";"29 - SECRETARIA DE EDUCACAO";"27";"2810000 - FNDE - QSE PRÉ-ESCOLA - QUOTA SALARIO EDUCACAO - STN 550";"3.200.000,00";"3.200.000,00";"5.776.875,59";"0,00";"2.576.875,59"
"5 - Transferencias E Convenios Federais - Vinculados";"4.5.4.1.1.99.00";"5 - TRANSFERENCIAS E CONVENIOS FEDERAIS - VINCULADOS";"29 - SECRETARIA DE EDUCACAO";"1411";"3020037 - FNS MAC-UNIDADE ACOLHIMENTO ADULTO UAA CUSTEIO STN 600";"600.000,00";"600.000,00";"650.000,00";"0,00";"500.000,00"
"5 - Transferencias E Convenios Federais - Vinculados";"4.5.4.1.1.99.00";"5 - TRANSFERENCIAS E CONVENIOS FEDERAIS - VINCULADOS";"-";"199";"3020019 - FNS MAC - HMUT - UTI NEONATAL TIPO II - UTIN II GND 3 PT 6220/24 STN 621";"0,00";"0,00";"32.850,00";"0,00";"328.500,00"
"5 - Transferencias E Convenios Federais - Vinculados";"4.5.4.1.1.99.00";"5 - TRANSFERENCIAS E CONVENIOS FEDERAIS - VINCULADOS";"24 - SECRETARIA DE SAUDE";"1681";"3010031 - FNS AB-INCENT.ADCIONAL PROG.SAUDE FAMILIA-PSF STN 600";"210.000,00";"210.000,00";"210.000,00";"0,00";"0,00"
"5 - Transferencias E Convenios Federais - Vinculados";"4.5.2.1.3.09.00";"5 - TRANSFERENCIAS E CONVENIOS FEDERAIS - VINCULADOS";"29 - SECRETARIA DE EDUCACAO";"242";"2430000 - FNDE - PNAE EJA - PROGRAMA NAIONAL ALIMENTAÇÃO ESCOLAR - STN 552";"52.000,00";"52.000,00";"53.035,25";"2.070,50";"8.282,00"
"5 - Transferencias E Convenios Federais - Vinculados";"4.5.4.1.1.99.00";"5 - TRANSFERENCIAS E CONVENIOS FEDERAIS - VINCULADOS";"29 - SECRETARIA DE EDUCACAO";"102";"3010080 - FNS AB-TETO MUNICIPAL REDE CEGONHA (RCE-RCEG) STN 600";"5.100,00";"5.100,00";"21.244,16";"0,00";"16.144,16"
"5 - Transferencias E Convenios Federais - Vinculados";"4.4.5.2.1.00.00";"5 - TRANSFERENCIAS E CONVENIOS FEDERAIS - VINCULADOS";"-";"281";"8000107 - FNS AP - INC. CUSTEIO - PT 7860/25 EM. 40360002 DEP. ANTONIO CARLOS RODRIGUES STN 706";"0,00";"0,00";"3.812,14";"0,00";"3.812,14"
"5 - Transferencias E Convenios Federais - Vinculados";"4.5.4.1.1.99.00";"5 - TRANSFERENCIAS E CONVENIOS FEDERAIS - VINCULADOS";"24 - SECRETARIA DE SAUDE";"957";"3020046 - FNS MAC-ATENCAO SAUDE POPULACAO PROCEDIMENTOS MAC STN 600";"46.300,00";"46.300,00";"1.521.391,77";"0,00";"1.851.656,41"
"5 - Transferencias E Convenios Federais - Vinculados";"4.4.5.2.1.00.00";"5 - TRANSFERENCIAS E CONVENIOS FEDERAIS - VINCULADOS";"-";"115";"3120006 - FNAS-ALIM./COVIDALI-ACOES DE COMBATE A COVID-19";"0,00";"0,00";"170,12";"170,12";"0,00"
"5 - Transferencias E Convenios Federais - Vinculados";"4.5.2.2.3.00.00";"5 - TRANSFERENCIAS E CONVENIOS FEDERAIS - VINCULADOS";"29 - SECRETARIA DE EDUCACAO";"243";"2420000 - FNDE - PNAE EDUCACAO ESPECIAL - PROGRAMA NAIONAL ALIMENTAÇÃO ESCOLAR - STN 552";"50.000,00";"50.000,00";"240.246,75";"190.246,75";"0,00"
"5 - Transferencias E Convenios Federais - Vinculados";"4.5.2.1.3.07.00";"5 - TRANSFERENCIAS E CONVENIOS FEDERAIS - VINCULADOS";"24 - SECRETARIA DE SAUDE";"1327";"3030068 - FNS VS-ASSIST.FIN.COMP.AGENTES COMBATE AS ENDEMIAS STN 600";"179.900,00";"179.900,00";"208.742,00";"0,00";"130.244,40"
"5 - Transferencias E Convenios Federais - Vinculados";"4.4.5.2.1.00.00";"5 - TRANSFERENCIAS E CONVENIOS FEDERAIS - VINCULADOS";"-";"159";"8000091 - MF - TRANSF.ESP. EC 105/19 GND 3 EM. 202490320004 - RUI FALCAO - STN 706";"0,00";"0,00";"12.116,21";"0,00";"12.116,21"
"5 - Transferencias E Convenios Federais - Vinculados";"4.5.2.1.3.07.00";"5 - TRANSFERENCIAS E CONVENIOS FEDERAIS - VINCULADOS";"24 - SECRETARIA DE SAUDE";"1326";"3030068 - FNS VS-ASSIST.FIN.COMP.AGENTES COMBATE AS ENDEMIAS STN 600";"3.417.900,00";"3.417.900,00";"4.254.318,00";"0,00";"2.763.063,60"
"5 - Transferencias E Convenios Federais - Vinculados";"4.5.4.1.1.99.00";"5 - TRANSFERENCIAS E CONVENIOS FEDERAIS - VINCULADOS";"29 - SECRETARIA DE EDUCACAO";"1291";"3020066 - FNS MAC-FAEC SIA MAMOGRAFIA PARA RASTREAMENTO STN 600";"311.900,00";"311.900,00";"337.891,25";"0,00";"259.912,50"
"5 - Transferencias E Convenios Federais - Vinculados";"4.4.5.2.1.00.00";"5 - TRANSFERENCIAS E CONVENIOS FEDERAIS - VINCULADOS";"-";"70";"8000097 - MF - RENDIMENTOS TRANSF.ESP. EC 105/19 EXERC.2023 (Conta 00672014-2) - STN 706";"0,00";"0,00";"27.144,66";"0,00";"27.144,66"
"5 - Transferencias E Convenios Federais - Vinculados";"4.4.5.2.1.00.00";"5 - TRANSFERENCIAS E CONVENIOS FEDERAIS - VINCULADOS";"-";"196";"8000100 - FNS MAC - INVESTIMENTO MADRE CECÍLIA EM. 41320003 TABATA AMARAL - PT 5923/24 STN 706";"0,00";"0,00";"11.365,05";"0,00";"11.365,05"
"5 - Transferencias E Convenios Federais - Vinculados";"4.5.2.2.3.00.00";"5 - TRANSFERENCIAS E CONVENIOS FEDERAIS - VINCULADOS";"-";"491";"2060140 - ANP - COTA-PARTE FEP/ROYALTIES EXPL. PETRÓLEO/GÁS NATURAL ENS.FUND. LEI 12858/13 STN 704";"4.492.000,00";"4.492.000,00";"6.566.309,33";"0,00";"2.074.309,33"
"5 - Transferencias E Convenios Federais - Vinculados";"4.4.5.2.1.00.00";"5 - TRANSFERENCIAS E CONVENIOS FEDERAIS - VINCULADOS";"-";"61";"2000019 - FNDE - RENDIMENTOS PROG. NAC. APOIO TRANSP.ESCOLAR - PNATE (Conta 36.059-7) - STN 571";"0,00";"0,00";"25.610,30";"0,00";"25.610,30"
"5 - Transferencias E Convenios Federais - Vinculados";"4.4.5.2.1.00.00";"5 - TRANSFERENCIAS E CONVENIOS FEDERAIS - VINCULADOS";"-";"184";"8000017 - FNAS - ESTRUT. REDE SERV. SUAS (GND4 - CASA S.FRANCISCO) - EM.2021.39950001 DEP. PETERNELLI STN 706";"0,00";"0,00";"5.283,31";"5.283,31";"0,00"
"5 - Transferencias E Convenios Federais - Vinculados";"4.5.4.1.1.99.00";"5 - TRANSFERENCIAS E CONVENIOS FEDERAIS - VINCULADOS";"29 - SECRETARIA DE EDUCACAO";"94";"3010021 - FNS AB - SAUDE BUCAL ESB/EAP";"120.400,00";"120.400,00";"188.839,38";"0,00";"186.852,38"
"5 - Transferencias E Convenios Federais - Vinculados";"4.4.5.2.1.00.00";"5 - TRANSFERENCIAS E CONVENIOS FEDERAIS - VINCULADOS";"-";"108";"8000075 - FNAS SIGTV 355410220240001 GND 3 EM. 202438990011 ADRIANA VENTURA STN 706";"0,00";"0,00";"1.291,00";"1.291,00";"0,00"
"5 - Transferencias E Convenios Federais - Vinculados";"4.5.4.1.1.99.00";"5 - TRANSFERENCIAS E CONVENIOS FEDERAIS - VINCULADOS";"24 - SECRETARIA DE SAUDE";"57";"8000092 - FNS MAC - INV. SAUDE HOSP. E AT. DOMICILIAR EM. 43060003 ANTONIO C RODRIGUES - PT 3629/24 STN 706";"0,00";"0,00";"110.683,47";"110.683,47";"0,00"
"5 - Transferencias E Convenios Federais - Vinculados";"4.4.5.2.1.00.00";"5 - TRANSFERENCIAS E CONVENIOS FEDERAIS - VINCULADOS";"-";"194";"8000099 - FNS MAC - CUSTEIO PSM EM. 41320002 TABATA AMARAL - PT 6334/24 STN 706";"0,00";"0,00";"19.719,02";"2.181,87";"19.719,02"
"5 - Transferencias E Convenios Federais - Vinculados";"4.5.4.1.1.99.00";"5 - TRANSFERENCIAS E CONVENIOS FEDERAIS - VINCULADOS";"29 - SECRETARIA DE EDUCACAO";"1292";"3020098 - FNS MAC-TETO MUNICIPAL LIMITE UPA PORTE III PO0985 STN 600";"6.000.000,00";"6.000.000,00";"6.500.000,00";"0,00";"5.000.000,00"
"5 - Transferencias E Convenios Federais - Vinculados";"4.4.5.2.1.00.00";"5 - TRANSFERENCIAS E CONVENIOS FEDERAIS - VINCULADOS";"29 - SECRETARIA DE EDUCACAO";"1552";"5000011 - B.F. - INDICE DE GESTAO DESCENTRALIZADA (IGD) STN 660";"0,00";"0,00";"68.243,58";"0,00";"68.243,58"
"5 - Transferencias E Convenios Federais - Vinculados";"4.4.5.2.1.00.00";"5 - TRANSFERENCIAS E CONVENIOS FEDERAIS - VINCULADOS";"-";"95";"3120020 - MINC - FAF LC 195/23 (PAULO GUSTAVO) - ÁUDIO VISUAL GND 3 - STN 602";"0,00";"0,00";"306,78";"306,78";"0,00"
"5 - Transferencias E Convenios Federais - Vinculados";"4.4.5.2.1.00.00";"5 - TRANSFERENCIAS E CONVENIOS FEDERAIS - VINCULADOS";"-";"114";"3120005 - FNAS-ACOLH./COVIDACO -ACOES DE COMBATE A COVID-19";"0,00";"0,00";"265,19";"265,19";"0,00"
"5 - Transferencias E Convenios Federais - Vinculados";"4.5.2.1.3.09.00";"5 - TRANSFERENCIAS E CONVENIOS FEDERAIS - VINCULADOS";"29 - SECRETARIA DE EDUCACAO";"1744";"2940012 - FNDE - TC 202200268-8 AQUIS. KITS BRINQUEDOS EMENDA REL. GERAL - STN 569";"100.700,00";"100.700,00";"100.700,00";"0,00";"0,00"
"5 - Transferencias E Convenios Federais - Vinculados";"4.4.5.2.1.00.00";"5 - TRANSFERENCIAS E CONVENIOS FEDERAIS - VINCULADOS";"-";"60";"2000018 - FNDE - RENDIMENTOS PROG. NAC. ALIMENTAR ESCOLAR - PNAE (Conta 79.236-5) - STN 571";"0,00";"0,00";"816.927,60";"0,00";"816.927,60"
"5 - Transferencias E Convenios Federais - Vinculados";"4.5.2.1.3.09.00";"5 - TRANSFERENCIAS E CONVENIOS FEDERAIS - VINCULADOS";"29 - SECRETARIA DE EDUCACAO";"240";"2840000 - FNDE - PNAE PRE-ESCOLA - PROGRAMA NACIONAL ALIMENTAÇÃO ESCOLAR - STN 552";"1.805.000,00";"1.805.000,00";"1.995.246,75";"12.359,00";"1.423.102,00"
